# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae              -          LKAP-GUTHK2_F07_053_2017_1 -               27    1282      18    1243       3    1252    1474    +           0 1399.5  26.1  -
Alteromonadales           -          LKAP-GUTHK2_F07_053_2017_1 -               27    1281      18    1248       3    1253    1468    +           0 1241.1  26.1  -
Shewanellaceae            -          LKAP-GUTHK2_F07_053_2017_1 -               27    1280      18    1246       3    1253    1483    +           0 1238.8  25.9  -
Ferrimonadaceae           -          LKAP-GUTHK2_F07_053_2017_1 -               12    1287       7    1245       3    1254    1475    +           0 1235.9  26.2  -
Enterobacteriaceae        -          LKAP-GUTHK2_F07_053_2017_1 -               27    1271      18    1243       3    1252    1465    +           0 1228.4  26.2  -
Erwiniaceae               -          LKAP-GUTHK2_F07_053_2017_1 -               22    1266      18    1243       3    1253    1483    +           0 1224.1  26.1  -
Pectobacteriaceae         -          LKAP-GUTHK2_F07_053_2017_1 -               24    1269      18    1243       3    1252    1477    +           0 1221.2  26.2  -
Gammaproteobacteria       -          LKAP-GUTHK2_F07_053_2017_1 -               27    1280      18    1249       4    1253    1481    +           0 1218.0  25.7  -
Yersiniaceae              -          LKAP-GUTHK2_F07_053_2017_1 -               27    1272      18    1243       3    1252    1473    +           0 1215.1  26.2  -
Aeromonadaceae            -          LKAP-GUTHK2_F07_053_2017_1 -               35    1286      16    1243       3    1253    1496    +           0 1214.6  26.0  -
Morganellaceae            -          LKAP-GUTHK2_F07_053_2017_1 -               30    1274      18    1242       3    1252    1487    +           0 1213.6  26.1  -
Hafniaceae                -          LKAP-GUTHK2_F07_053_2017_1 -               20    1211      17    1196       3    1219    1459    +           0 1208.9  25.9  -
Alteromonadaceae          -          LKAP-GUTHK2_F07_053_2017_1 -               27    1279      18    1249       3    1253    1468    +           0 1208.4  26.4  -
Pseudoalteromonadaceae    -          LKAP-GUTHK2_F07_053_2017_1 -               27    1268      18    1243       3    1252    1469    +           0 1206.2  25.4  -
Oceanospirillaceae        -          LKAP-GUTHK2_F07_053_2017_1 -               27    1279      18    1246       3    1253    1467    +           0 1190.4  25.9  -
Budviciaceae              -          LKAP-GUTHK2_F07_053_2017_1 -               17    1262      18    1243       6    1253    1483    +           0 1183.5  26.2  -
Colwelliaceae             -          LKAP-GUTHK2_F07_053_2017_1 -               27    1277      18    1244       4    1253    1467    +           0 1180.0  26.1  -
Moritellaceae             -          LKAP-GUTHK2_F07_053_2017_1 -               42    1289      18    1243       4    1252    1501    +           0 1171.2  26.0  -
Idiomarinaceae            -          LKAP-GUTHK2_F07_053_2017_1 -               25    1273      16    1243       3    1252    1466    +           0 1168.8  26.2  -
Psychromonadaceae         -          LKAP-GUTHK2_F07_053_2017_1 -               27    1281      18    1249       3    1254    1467    +           0 1168.8  26.2  -
Chromatiaceae             -          LKAP-GUTHK2_F07_053_2017_1 -               27    1270      18    1249       3    1253    1455    +           0 1152.6  26.5  -
Pasteurellaceae           -          LKAP-GUTHK2_F07_053_2017_1 -               27    1272      18    1242       4    1252    1422    +           0 1148.7  26.0  -
Oceanospirillales         -          LKAP-GUTHK2_F07_053_2017_1 -               33    1286      18    1249       3    1253    1489    +           0 1144.9  26.2  -
Thorselliaceae            -          LKAP-GUTHK2_F07_053_2017_1 -                6    1190      23    1200      19    1236    1419    +           0 1137.9  25.7  -
Cellvibrionaceae          -          LKAP-GUTHK2_F07_053_2017_1 -               27    1280      18    1249       3    1253    1472    +           0 1137.1  26.0  -
Methylococcaceae          -          LKAP-GUTHK2_F07_053_2017_1 -               41    1269      18    1232       5    1252    1481    +           0 1124.5  26.2  -
Celerinatantimonadaceae   -          LKAP-GUTHK2_F07_053_2017_1 -               22    1283      18    1244       4    1253    1433    +           0 1123.5  26.1  -
Pseudomonadaceae          -          LKAP-GUTHK2_F07_053_2017_1 -               33    1283      17    1247       3    1252    1491    +           0 1123.2  25.9  -
Orbaceae                  -          LKAP-GUTHK2_F07_053_2017_1 -               54    1240      18    1196       4    1239    1539    +           0 1119.2  26.3  -
Piscirickettsiaceae       -          LKAP-GUTHK2_F07_053_2017_1 -               29    1281      18    1248       4    1253    1466    +           0 1114.8  26.0  -
Hahellaceae               -          LKAP-GUTHK2_F07_053_2017_1 -               14    1274       9    1244       2    1253    1473    +           0 1114.8  26.3  -
Alcanivoracaceae          -          LKAP-GUTHK2_F07_053_2017_1 -               47    1297      18    1247       3    1253    1504    +           0 1112.1  25.7  -
Halomonadaceae            -          LKAP-GUTHK2_F07_053_2017_1 -               27    1263      18    1235       3    1252    1466    +           0 1106.9  26.2  -
Saccharospirillaceae      -          LKAP-GUTHK2_F07_053_2017_1 -               28    1270      17    1245       3    1253    1468    +           0 1100.8  25.6  -
Halieaceae                -          LKAP-GUTHK2_F07_053_2017_1 -               35    1282      18    1250       4    1254    1484    +           0 1100.0  26.6  -
Succinivibrionaceae       -          LKAP-GUTHK2_F07_053_2017_1 -               30    1240      18    1232       4    1252    1473    +           0 1099.0  25.7  -
Ectothiorhodospiraceae    -          LKAP-GUTHK2_F07_053_2017_1 -               33    1286      17    1249       3    1253    1463    +           0 1090.9  26.2  -
Moraxellaceae             -          LKAP-GUTHK2_F07_053_2017_1 -               24    1272      18    1249       3    1253    1468    +           0 1086.9  26.2  -
Thioalkalispiraceae       -          LKAP-GUTHK2_F07_053_2017_1 -               39    1233      18    1195       3    1217    1479    +           0 1086.0  25.4  -
Litoricolaceae            -          LKAP-GUTHK2_F07_053_2017_1 -               35    1223      18    1197       4    1228    1474    +           0 1078.9  25.9  -
Spongiibacteraceae        -          LKAP-GUTHK2_F07_053_2017_1 -               29    1278      17    1249       3    1253    1462    +           0 1076.9  26.1  -
Lysobacteraceae           -          LKAP-GUTHK2_F07_053_2017_1 -               27    1217      17    1194       3    1216    1484    +           0 1074.6  25.3  -
Kangiellaceae             -          LKAP-GUTHK2_F07_053_2017_1 -               36    1290      18    1248       5    1253    1479    +           0 1069.1  25.5  -
Thermoleophilaceae        -          LKAP-GUTHK2_F07_053_2017_1 -               20    1274      18    1234       5    1253    1494    +           0 1068.0  25.8  -
Halothiobacillaceae       -          LKAP-GUTHK2_F07_053_2017_1 -               44    1294      18    1245       4    1253    1500    +           0 1067.6  25.8  -
Microbulbiferaceae        -          LKAP-GUTHK2_F07_053_2017_1 -               27    1273      18    1248       3    1254    1480    +           0 1063.8  26.1  -
Thiotrichaceae            -          LKAP-GUTHK2_F07_053_2017_1 -               27    1237      18    1249       4    1253    1421    +           0 1054.5  24.7  -
